team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
COL,2024,COL,COL,Team Level,5on4,82,0.9,0.87,0.85,21748.0,296.48,40.81,26.82,61.3,9.86,180.29,92.91,37.19,40.81,37.19,276.0,136.0,147.0,559.0,52.0,38.0,6.0,53.0,1.0,130.0,138.0,224.0,360.0,11.0,25.0,183.0,17.0,10.0,65.0,285.0,74.0,53.0,8.43,8.97,23.41,14.0,14.0,24.0,559.0,412.0,412.0,10.0,6.91,9.39,9.64,38.08,38.08,35.88,53.61,4.76,2.49,8.14,1.72,16.26,36.62,4.62,4.76,4.62,53.0,17.0,12.0,82.0,7.0,6.0,1.0,4.0,0.0,4.0,49.0,46.0,63.0,8.0,16.0,174.0,37.0,27.0,31.0,47.0,18.0,5.0,1.19,2.11,1.45,2.0,3.0,2.0,82.0,70.0,70.0,25.0,0.58,1.29,1.29,4.05,4.05,4.03
CGY,2024,CGY,CGY,Team Level,other,80,0.47,0.46,0.46,10293.0,143.31,35.96,9.93,25.38,4.78,73.97,49.99,33.01,35.96,33.01,127.0,73.0,83.0,283.0,33.0,3.0,0.0,23.0,3.0,70.0,68.0,94.0,167.0,6.0,12.0,117.0,36.0,17.0,35.0,107.0,37.0,56.0,3.87,4.35,27.74,4.0,5.0,24.0,283.0,200.0,200.0,14.0,2.84,0.54,0.73,38.07,38.07,35.05,177.34,41.21,11.84,31.09,5.69,89.46,59.7,38.74,41.21,38.74,150.0,89.0,90.0,329.0,42.0,17.0,5.0,21.0,1.0,85.0,73.0,108.0,197.0,5.0,10.0,141.0,25.0,18.0,37.0,130.0,48.0,61.0,4.78,6.3,30.12,12.0,5.0,25.0,329.0,239.0,239.0,8.0,3.46,5.74,5.74,38.94,38.94,37.61
CGY,2024,CGY,CGY,Team Level,all,80,0.49,0.51,0.51,292619.0,2545.45,236.33,164.72,643.82,87.84,1394.71,1009.6,224.48,236.69,224.81,2357.0,1180.0,1554.0,5091.0,211.0,225.0,26.0,541.0,11.0,1107.0,1442.0,2146.0,3326.0,285.0,654.0,2258.0,1871.0,425.0,1247.0,2727.0,535.0,275.0,73.68,66.98,95.66,83.0,55.0,73.0,5068.95,3537.0,3533.22,586.0,36.52,45.07,45.07,227.77,227.87,220.1,2477.57,246.55,163.72,605.04,84.04,1335.69,974.04,236.23,248.03,237.64,2299.0,1111.0,1409.0,4819.0,231.0,238.0,29.0,554.0,13.0,1058.0,1316.0,2068.0,3179.0,298.0,672.0,2635.0,1619.0,437.0,1314.0,2511.0,645.0,254.0,72.41,81.3,92.85,76.0,89.0,66.0,4848.73,3410.0,3428.55,624.0,36.65,52.02,52.02,231.11,232.22,227.17
CGY,2024,CGY,CGY,Team Level,5on5,80,0.49,0.52,0.52,238961.0,2038.61,154.87,125.52,539.68,70.67,1118.51,826.74,149.41,155.23,149.75,1872.0,964.0,1272.0,4108.0,133.0,185.0,20.0,455.0,6.0,872.0,1185.0,1739.0,2703.0,258.0,598.0,1753.0,1749.0,373.0,1103.0,2252.0,425.0,159.0,58.72,53.23,42.92,66.0,39.0,28.0,4085.95,2836.0,2832.22,533.0,25.95,35.35,35.75,145.07,145.17,142.97,1926.65,161.08,120.64,494.02,65.37,1039.49,780.47,155.8,162.55,157.21,1791.0,871.0,1157.0,3819.0,138.0,185.0,21.0,454.0,11.0,810.0,1064.0,1653.0,2524.0,274.0,622.0,2069.0,1527.0,366.0,1165.0,2039.0,478.0,145.0,58.07,60.65,42.36,56.0,63.0,19.0,3848.73,2662.0,2680.55,587.0,25.09,39.36,39.36,146.76,147.87,145.75
CGY,2024,CGY,CGY,Team Level,4on5,80,0.09,0.12,0.13,20846.0,49.72,3.85,2.55,7.42,1.63,16.86,35.69,3.81,3.85,3.81,58.0,10.0,18.0,86.0,6.0,1.0,0.0,5.0,0.0,8.0,48.0,52.0,62.0,10.0,20.0,177.0,62.0,16.0,37.0,51.0,17.0,0.0,1.56,2.29,0.0,0.0,6.0,0.0,86.0,68.0,68.0,31.0,0.57,0.16,0.16,4.27,4.27,4.22,326.29,39.58,28.95,73.31,11.54,192.67,101.96,37.15,39.58,37.15,305.0,143.0,155.0,603.0,45.0,34.0,2.0,75.0,1.0,152.0,141.0,260.0,403.0,7.0,14.0,234.0,13.0,22.0,79.0,303.0,101.0,44.0,8.38,12.03,19.18,7.0,17.0,21.0,603.0,448.0,448.0,3.0,7.57,6.55,6.55,40.59,40.59,39.1
CGY,2024,CGY,CGY,Team Level,5on4,80,0.9,0.9,0.88,22519.0,313.82,41.64,26.72,71.34,10.76,185.36,97.18,38.24,41.64,38.24,300.0,133.0,181.0,614.0,39.0,36.0,6.0,58.0,2.0,157.0,141.0,261.0,394.0,11.0,24.0,211.0,24.0,19.0,72.0,317.0,56.0,60.0,9.54,7.11,24.99,13.0,5.0,21.0,614.0,433.0,433.0,8.0,7.15,9.02,8.44,40.35,40.35,37.86,47.29,4.68,2.28,6.61,1.44,14.07,31.9,4.55,4.68,4.55,53.0,8.0,7.0,68.0,6.0,2.0,1.0,4.0,0.0,11.0,38.0,47.0,55.0,12.0,26.0,191.0,54.0,31.0,33.0,39.0,18.0,4.0,1.18,2.32,1.18,1.0,4.0,1.0,68.0,61.0,61.0,26.0,0.52,0.38,0.38,4.82,4.82,4.71
CAR,2024,CAR,CAR,Team Level,other,80,0.54,0.53,0.55,10587.0,148.81,37.5,9.79,26.1,5.0,81.37,49.24,33.67,37.5,33.67,138.0,71.0,72.0,281.0,35.0,12.0,3.0,19.0,2.0,77.0,64.0,103.0,174.0,5.0,13.0,119.0,23.0,18.0,38.0,99.0,55.0,55.0,4.25,6.38,26.86,2.0,6.0,27.0,281.0,209.0,209.0,19.0,2.92,4.05,4.05,36.36,36.36,33.88,123.01,31.37,9.1,22.68,4.41,67.31,35.13,29.82,31.37,29.82,109.0,61.0,79.0,249.0,24.0,13.0,1.0,16.0,1.0,68.0,48.0,85.0,146.0,7.0,17.0,115.0,18.0,9.0,27.0,85.0,34.0,51.0,3.32,4.16,23.88,4.0,0.0,20.0,249.0,170.0,170.0,11.0,2.74,3.52,3.52,30.58,30.58,29.35
CAR,2024,CAR,CAR,Team Level,all,80,0.55,0.59,0.58,289820.0,2943.12,287.1,193.14,723.72,99.06,1591.41,1145.55,271.92,288.62,273.39,2537.0,1503.0,1596.0,5636.0,259.0,308.0,27.0,526.0,11.0,1390.0,1546.0,2278.0,3781.0,260.0,556.0,2506.0,1364.0,451.0,1291.0,2931.0,803.0,306.0,83.66,99.83,103.61,86.0,102.0,71.0,5679.95,4040.0,4067.89,545.0,42.79,57.29,57.42,272.47,273.87,264.57,2188.15,230.34,150.52,518.47,73.94,1157.84,837.9,218.97,230.42,219.05,1992.0,977.0,1003.0,3972.0,219.0,255.0,28.0,379.0,9.0,873.0,1234.0,1773.0,2750.0,266.0,578.0,2256.0,1866.0,402.0,1312.0,2075.0,607.0,287.0,59.71,74.53,96.09,76.0,73.0,70.0,3961.77,2969.0,2968.25,634.0,33.69,55.6,55.6,208.43,208.66,203.61
CAR,2024,CAR,CAR,Team Level,5on5,80,0.55,0.59,0.58,234049.0,2332.34,196.22,146.25,602.83,79.2,1256.75,925.75,188.99,197.73,190.46,1971.0,1236.0,1354.0,4561.0,170.0,255.0,20.0,429.0,8.0,1085.0,1260.0,1801.0,3037.0,225.0,480.0,1976.0,1278.0,385.0,1129.0,2399.0,621.0,187.0,67.32,77.55,51.36,72.0,73.0,25.0,4604.95,3207.0,3234.89,483.0,30.44,45.21,45.34,181.32,182.71,179.33,1717.54,157.72,112.34,421.54,57.88,906.07,675.44,150.93,157.81,151.01,1564.0,767.0,811.0,3142.0,160.0,186.0,22.0,305.0,8.0,664.0,1008.0,1404.0,2171.0,239.0,518.0,1730.0,1740.0,355.0,1165.0,1679.0,469.0,183.0,48.38,58.21,51.13,66.0,62.0,32.0,3131.77,2331.0,2330.25,583.0,23.39,41.06,41.06,140.05,140.28,137.87
CAR,2024,CAR,CAR,Team Level,4on5,80,0.18,0.18,0.2,22152.0,73.9,7.49,3.66,10.75,2.28,22.84,48.99,7.33,7.49,7.33,75.0,21.0,10.0,106.0,10.0,5.0,0.0,4.0,0.0,21.0,56.0,65.0,86.0,10.0,20.0,170.0,43.0,24.0,41.0,62.0,25.0,9.0,1.81,3.45,2.23,3.0,7.0,0.0,106.0,96.0,96.0,32.0,0.84,1.01,1.01,7.31,7.31,7.28,288.58,34.86,26.23,65.48,9.86,166.11,87.47,32.04,34.86,32.04,256.0,134.0,97.0,487.0,30.0,51.0,3.0,53.0,0.0,132.0,124.0,226.0,360.0,9.0,18.0,222.0,43.0,17.0,78.0,259.0,87.0,44.0,6.65,10.05,18.15,5.0,9.0,16.0,487.0,390.0,390.0,8.0,6.91,9.41,9.41,32.35,32.35,30.98
CAR,2024,CAR,CAR,Team Level,5on4,80,0.88,0.88,0.87,23032.0,388.08,45.9,33.43,84.05,12.59,230.46,121.57,41.93,45.9,41.93,353.0,175.0,160.0,688.0,44.0,36.0,4.0,74.0,1.0,207.0,166.0,309.0,484.0,20.0,43.0,241.0,20.0,24.0,83.0,371.0,102.0,55.0,10.28,12.45,23.16,9.0,16.0,19.0,688.0,528.0,528.0,11.0,8.6,7.02,7.02,47.48,47.48,44.08,59.02,6.4,2.84,8.76,1.79,18.34,39.87,6.18,6.4,6.18,63.0,15.0,16.0,94.0,5.0,5.0,2.0,5.0,0.0,9.0,54.0,58.0,73.0,11.0,25.0,189.0,65.0,21.0,42.0,52.0,17.0,9.0,1.36,2.11,2.93,1.0,2.0,2.0,94.0,78.0,78.0,32.0,0.66,1.61,1.61,5.45,5.45,5.41
UTA,2024,UTA,UTA,Team Level,other,80,0.52,0.49,0.49,10059.0,147.74,36.82,9.37,27.06,4.94,71.86,48.95,34.84,36.82,34.84,124.0,75.0,76.0,275.0,29.0,15.0,3.0,18.0,2.0,69.0,66.0,95.0,170.0,2.0,4.0,140.0,18.0,12.0,28.0,83.0,61.0,55.0,3.64,7.41,25.76,2.0,9.0,18.0,275.0,199.0,199.0,10.0,2.7,4.47,4.47,35.05,35.05,33.83,154.3,34.59,9.96,27.83,5.02,77.63,53.97,32.35,34.59,32.35,139.0,70.0,80.0,289.0,39.0,9.0,3.0,22.0,2.0,66.0,71.0,100.0,170.0,8.0,18.0,120.0,32.0,10.0,32.0,105.0,58.0,46.0,3.93,7.22,23.44,4.0,11.0,24.0,289.0,209.0,209.0,15.0,2.85,3.23,3.23,34.2,34.2,32.19
UTA,2024,UTA,UTA,Team Level,all,80,0.52,0.52,0.52,292453.0,2603.24,265.7,165.97,634.84,87.47,1397.89,1005.18,253.9,266.42,254.6,2283.0,1275.0,1415.0,4973.0,232.0,255.0,27.0,460.0,10.0,1212.0,1389.0,2051.0,3326.0,292.0,693.0,2420.0,1434.0,380.0,1372.0,2536.0,732.0,290.0,75.21,88.99,101.51,76.0,85.0,71.0,4997.96,3558.0,3577.14,647.0,36.53,53.9,53.9,248.27,248.97,243.02,2419.76,243.45,155.84,587.89,81.23,1274.59,946.99,233.67,243.92,234.14,2212.0,1078.0,1354.0,4644.0,238.0,219.0,34.0,460.0,7.0,1116.0,1250.0,1974.0,3052.0,281.0,651.0,2265.0,1893.0,402.0,1203.0,2376.0,662.0,252.0,69.83,81.32,92.3,80.0,75.0,83.0,4642.73,3290.0,3290.38,551.0,34.69,48.43,48.47,229.67,230.2,224.46
UTA,2024,UTA,UTA,Team Level,5on5,80,0.53,0.53,0.53,238190.0,2121.23,180.93,130.63,541.23,71.78,1142.02,837.48,173.35,181.64,174.05,1852.0,1053.0,1187.0,4092.0,153.0,215.0,22.0,389.0,8.0,978.0,1162.0,1699.0,2752.0,258.0,617.0,1852.0,1363.0,325.0,1229.0,2174.0,553.0,178.0,63.69,67.77,49.46,66.0,62.0,25.0,4116.96,2905.0,2924.14,584.0,27.09,42.41,42.44,165.51,166.21,163.3,1858.78,159.23,112.02,475.4,62.73,979.8,745.81,154.28,159.7,154.75,1686.0,849.0,1066.0,3601.0,146.0,171.0,24.0,364.0,4.0,852.0,998.0,1540.0,2389.0,253.0,585.0,1789.0,1781.0,337.0,1057.0,1900.0,481.0,154.0,55.39,59.51,44.34,64.0,52.0,30.0,3599.73,2535.0,2535.38,502.0,23.27,36.9,36.94,145.57,146.1,144.1
UTA,2024,UTA,UTA,Team Level,4on5,80,0.06,0.08,0.1,23001.0,39.36,3.11,1.71,6.27,1.38,12.42,27.12,3.03,3.11,3.03,37.0,15.0,10.0,62.0,2.0,1.0,0.0,1.0,0.0,5.0,43.0,35.0,50.0,12.0,26.0,220.0,34.0,26.0,48.0,38.0,9.0,5.0,0.87,1.05,1.19,1.0,1.0,0.0,62.0,52.0,52.0,38.0,0.4,0.18,0.18,3.32,3.32,3.23,354.65,45.25,31.59,76.72,11.79,200.86,109.79,42.71,45.25,42.71,327.0,149.0,193.0,669.0,45.0,38.0,6.0,71.0,1.0,184.0,137.0,282.0,431.0,11.0,22.0,184.0,26.0,30.0,79.0,319.0,109.0,48.0,8.85,12.92,23.48,7.0,9.0,29.0,669.0,476.0,476.0,5.0,8.06,8.17,8.17,45.14,45.14,43.42
UTA,2024,UTA,UTA,Team Level,5on4,80,0.91,0.86,0.85,21203.0,294.91,44.85,24.27,60.28,9.37,171.6,91.63,42.69,44.85,42.69,270.0,132.0,142.0,544.0,48.0,24.0,2.0,52.0,0.0,160.0,118.0,222.0,354.0,20.0,46.0,208.0,19.0,17.0,67.0,241.0,109.0,52.0,7.0,12.75,25.1,7.0,13.0,28.0,544.0,402.0,402.0,15.0,6.34,6.84,6.81,44.39,44.39,42.66,52.02,4.38,2.28,7.95,1.68,16.3,37.41,4.32,4.38,4.32,60.0,10.0,15.0,85.0,8.0,1.0,1.0,3.0,0.0,14.0,44.0,52.0,62.0,9.0,26.0,172.0,54.0,25.0,35.0,52.0,14.0,4.0,1.66,1.68,1.05,5.0,3.0,0.0,85.0,70.0,70.0,29.0,0.52,0.13,0.13,4.77,4.77,4.74
CHI,2024,CHI,CHI,Team Level,other,80,0.39,0.49,0.45,8456.0,109.82,25.84,8.35,19.8,3.84,60.41,31.75,22.83,25.84,22.83,100.0,50.0,67.0,217.0,27.0,13.0,4.0,11.0,0.0,52.0,47.0,73.0,123.0,7.0,14.0,99.0,14.0,5.0,26.0,75.0,35.0,40.0,2.96,4.33,18.55,4.0,6.0,17.0,217.0,150.0,150.0,7.0,2.53,4.86,4.86,23.5,23.5,21.46,130.67,39.79,9.46,22.03,4.44,67.74,39.6,37.73,39.79,37.73,134.0,50.0,41.0,225.0,38.0,19.0,3.0,12.0,0.0,69.0,46.0,96.0,146.0,6.0,12.0,95.0,17.0,10.0,27.0,83.0,39.0,62.0,3.36,4.93,31.5,3.0,4.0,31.0,225.0,184.0,184.0,17.0,2.74,4.45,4.63,37.84,37.84,36.55
CHI,2024,CHI,CHI,Team Level,all,80,0.42,0.44,0.44,290322.0,2083.38,198.4,138.48,500.33,69.29,1121.89,825.61,189.44,198.22,189.31,1964.0,890.0,1080.0,3934.0,217.0,204.0,26.0,368.0,4.0,827.0,1234.0,1747.0,2637.0,252.0,577.0,1926.0,1492.0,405.0,1166.0,2111.0,515.0,228.0,58.98,64.06,75.36,86.0,74.0,57.0,3896.59,2854.0,2836.49,566.0,30.52,42.21,42.21,186.7,186.59,181.89,2687.66,271.39,184.76,643.16,90.54,1467.12,1044.09,258.74,273.69,260.93,2493.0,1209.0,1320.0,5022.0,286.0,298.0,32.0,475.0,5.0,1149.0,1489.0,2207.0,3416.0,223.0,507.0,2365.0,1696.0,379.0,1155.0,2719.0,671.0,312.0,79.02,84.9,107.47,109.0,98.0,79.0,5074.28,3702.0,3738.49,520.0,40.76,59.7,59.7,252.39,254.18,247.87
CHI,2024,CHI,CHI,Team Level,5on5,80,0.43,0.44,0.44,243771.0,1707.35,141.54,108.61,426.04,56.81,921.16,688.83,136.97,141.37,136.85,1606.0,737.0,922.0,3265.0,148.0,168.0,20.0,318.0,4.0,673.0,1032.0,1458.0,2195.0,236.0,542.0,1529.0,1428.0,352.0,1036.0,1785.0,412.0,146.0,48.82,51.32,41.41,73.0,53.0,22.0,3227.59,2343.0,2325.49,515.0,22.42,32.55,32.55,131.42,131.32,129.62,2184.14,186.81,143.77,543.99,73.76,1194.33,874.34,179.46,189.12,181.66,2011.0,1006.0,1131.0,4148.0,204.0,235.0,25.0,399.0,5.0,919.0,1255.0,1807.0,2813.0,199.0,456.0,1891.0,1606.0,335.0,1027.0,2287.0,534.0,196.0,66.4,67.93,52.48,98.0,77.0,29.0,4200.29,3017.0,3053.49,469.0,29.79,45.17,45.17,171.43,173.23,170.0
CHI,2024,CHI,CHI,Team Level,4on5,80,0.11,0.13,0.15,21829.0,56.8,4.84,2.85,8.27,1.75,17.98,40.31,4.72,4.84,4.72,61.0,15.0,10.0,86.0,5.0,3.0,0.0,4.0,0.0,6.0,58.0,56.0,71.0,2.0,7.0,163.0,34.0,30.0,40.0,56.0,15.0,5.0,1.44,1.95,1.45,2.0,3.0,0.0,86.0,76.0,76.0,37.0,0.66,0.89,0.89,4.6,4.6,4.59,327.47,40.73,29.46,70.66,10.98,191.17,99.01,37.56,40.73,37.56,305.0,137.0,140.0,582.0,37.0,43.0,4.0,62.0,0.0,154.0,146.0,268.0,405.0,8.0,19.0,218.0,27.0,21.0,68.0,308.0,84.0,50.0,8.15,10.19,22.39,6.0,13.0,18.0,582.0,442.0,442.0,8.0,7.77,9.88,9.69,38.81,38.81,37.05
CHI,2024,CHI,CHI,Team Level,5on4,80,0.87,0.85,0.83,16266.0,209.41,26.18,18.67,46.21,6.88,122.34,64.73,24.92,26.18,24.92,197.0,88.0,81.0,366.0,37.0,20.0,2.0,35.0,0.0,96.0,97.0,160.0,248.0,7.0,14.0,135.0,16.0,18.0,64.0,195.0,53.0,37.0,5.76,6.46,13.95,7.0,12.0,18.0,366.0,285.0,285.0,7.0,4.9,3.91,3.91,27.17,27.17,26.21,45.39,4.04,2.07,6.49,1.37,13.89,31.15,3.99,4.04,3.99,43.0,16.0,8.0,67.0,7.0,1.0,0.0,2.0,0.0,7.0,42.0,36.0,52.0,10.0,20.0,161.0,46.0,13.0,33.0,41.0,14.0,4.0,1.11,1.84,1.08,2.0,4.0,1.0,67.0,59.0,59.0,26.0,0.47,0.21,0.21,4.31,4.31,4.28
CBJ,2024,CBJ,CBJ,Team Level,other,80,0.49,0.48,0.49,9603.0,147.28,32.53,9.96,28.76,4.99,76.37,47.38,28.76,32.53,28.76,141.0,59.0,66.0,266.0,22.0,18.0,1.0,26.0,1.0,71.0,62.0,119.0,178.0,6.0,15.0,113.0,20.0,14.0,32.0,111.0,42.0,47.0,4.3,5.37,22.86,4.0,3.0,15.0,266.0,200.0,200.0,14.0,2.93,5.36,5.36,30.11,30.11,27.33,151.35,33.33,10.57,28.1,5.32,80.34,50.34,29.21,33.33,29.21,146.0,62.0,81.0,289.0,37.0,16.0,6.0,28.0,2.0,71.0,54.0,109.0,171.0,4.0,9.0,144.0,23.0,24.0,34.0,103.0,50.0,55.0,4.25,6.37,22.7,6.0,9.0,22.0,289.0,208.0,208.0,13.0,3.15,5.13,5.13,31.34,31.34,28.43
CBJ,2024,CBJ,CBJ,Team Level,all,80,0.48,0.48,0.49,291615.0,2489.36,238.48,163.92,612.51,84.93,1319.47,984.71,223.95,238.65,224.16,2322.0,1082.0,1334.0,4738.0,258.0,286.0,31.0,512.0,8.0,1038.0,1302.0,2064.0,3146.0,264.0,616.0,2183.0,1632.0,378.0,1219.0,2536.0,579.0,289.0,69.07,71.98,97.42,96.0,100.0,62.0,4738.13,3404.0,3405.45,570.0,36.11,62.92,62.92,211.65,211.75,205.1,2611.43,260.27,176.55,631.44,88.52,1420.56,1009.67,246.86,261.39,247.87,2386.0,1201.0,1447.0,5034.0,266.0,293.0,35.0,436.0,11.0,1146.0,1435.0,2120.0,3321.0,228.0,551.0,2387.0,1570.0,388.0,1241.0,2602.0,688.0,297.0,74.95,86.69,98.62,101.0,93.0,72.0,5053.93,3587.0,3606.36,578.0,39.16,63.9,63.97,235.47,236.4,229.47
CBJ,2024,CBJ,CBJ,Team Level,5on5,80,0.48,0.48,0.49,244762.0,2019.58,171.59,127.01,516.32,69.13,1067.17,810.77,162.29,171.76,162.5,1856.0,906.0,1121.0,3883.0,193.0,235.0,27.0,426.0,6.0,828.0,1074.0,1663.0,2569.0,238.0,561.0,1740.0,1567.0,334.0,1100.0,2106.0,460.0,196.0,56.22,57.2,58.18,81.0,83.0,29.0,3883.13,2762.0,2763.45,528.0,26.36,51.78,51.78,146.18,146.27,143.25,2102.69,183.87,135.36,528.63,71.28,1137.13,834.73,176.33,184.99,177.33,1887.0,1004.0,1233.0,4124.0,178.0,245.0,24.0,358.0,7.0,910.0,1193.0,1709.0,2713.0,210.0,514.0,1924.0,1499.0,329.0,1101.0,2173.0,530.0,188.0,61.91,66.88,55.08,86.0,66.0,26.0,4143.93,2891.0,2910.36,520.0,28.05,51.28,51.35,160.58,161.51,158.64
CBJ,2024,CBJ,CBJ,Team Level,4on5,80,0.13,0.14,0.17,19828.0,62.95,5.63,3.13,9.89,2.21,21.14,45.0,5.53,5.63,5.53,71.0,16.0,8.0,95.0,9.0,3.0,0.0,7.0,0.0,9.0,59.0,62.0,78.0,4.0,8.0,161.0,29.0,22.0,33.0,66.0,13.0,8.0,1.73,1.67,2.24,2.0,4.0,3.0,95.0,87.0,87.0,26.0,0.73,0.6,0.6,5.76,5.76,5.68,317.27,38.97,28.66,69.17,10.74,190.81,96.67,37.27,38.97,37.27,308.0,127.0,127.0,562.0,45.0,31.0,5.0,50.0,2.0,156.0,151.0,263.0,390.0,12.0,24.0,183.0,19.0,14.0,63.0,292.0,93.0,50.0,7.74,11.44,19.79,6.0,15.0,24.0,562.0,435.0,435.0,11.0,7.51,7.19,7.19,39.3,39.3,38.16
CBJ,2024,CBJ,CBJ,Team Level,5on4,80,0.88,0.89,0.87,17422.0,259.56,28.71,23.83,57.53,8.61,154.8,81.54,27.36,28.71,27.36,254.0,101.0,139.0,494.0,34.0,30.0,3.0,53.0,1.0,130.0,107.0,220.0,321.0,16.0,32.0,169.0,16.0,8.0,54.0,253.0,64.0,38.0,6.82,7.74,14.14,9.0,10.0,15.0,494.0,355.0,355.0,2.0,6.09,5.19,5.19,29.61,29.61,28.84,40.11,4.1,1.96,5.54,1.19,12.28,27.94,4.06,4.1,4.06,45.0,8.0,6.0,59.0,6.0,1.0,0.0,0.0,0.0,9.0,37.0,39.0,47.0,2.0,4.0,136.0,29.0,21.0,43.0,34.0,15.0,4.0,1.05,2.01,1.05,3.0,3.0,0.0,59.0,53.0,53.0,34.0,0.45,0.3,0.3,4.25,4.25,4.23
NJD,2024,NJD,NJD,Team Level,other,80,0.59,0.55,0.56,10783.0,166.13,40.18,12.45,30.27,5.9,86.2,50.02,36.95,40.18,36.95,149.0,76.0,78.0,303.0,31.0,25.0,1.0,21.0,1.0,85.0,62.0,118.0,194.0,5.0,12.0,112.0,39.0,10.0,26.0,106.0,59.0,60.0,4.49,7.45,28.23,3.0,10.0,18.0,303.0,225.0,225.0,9.0,3.57,7.18,7.18,36.57,36.57,34.73,128.72,28.37,9.12,23.85,4.45,71.61,42.6,25.84,28.37,25.84,113.0,67.0,63.0,243.0,26.0,15.0,2.0,17.0,2.0,61.0,59.0,87.0,154.0,4.0,8.0,96.0,41.0,9.0,30.0,91.0,48.0,41.0,3.87,5.39,19.11,4.0,4.0,18.0,243.0,180.0,180.0,11.0,2.6,4.04,4.71,26.28,26.28,24.34
NJD,2024,NJD,NJD,Team Level,all,80,0.53,0.52,0.51,290518.0,2519.85,269.82,172.84,604.17,85.73,1337.34,955.1,255.43,271.33,256.86,2248.0,1177.0,1455.0,4880.0,233.0,286.0,31.0,463.0,4.0,1084.0,1355.0,2015.0,3192.0,264.0,597.0,2200.0,1888.0,328.0,1232.0,2431.0,662.0,332.0,71.07,82.7,116.04,83.0,70.0,80.0,4915.56,3425.0,3449.33,597.0,38.71,61.19,61.73,246.8,248.05,240.57,2405.45,238.08,162.61,589.8,82.19,1302.4,944.92,223.03,238.12,223.03,2111.0,1209.0,1254.0,4574.0,211.0,263.0,29.0,439.0,8.0,1002.0,1397.0,1900.0,3109.0,251.0,565.0,2215.0,1731.0,351.0,1196.0,2451.0,601.0,268.0,69.62,75.08,93.37,81.0,73.0,57.0,4544.99,3320.0,3302.64,547.0,36.11,54.3,54.39,219.79,219.27,210.77
