team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
LAK,2024,LAK,LAK,Team Level,5on5,81,0.55,0.53,0.54,241404.0,2120.29,175.71,135.32,540.32,71.83,1144.15,853.65,168.85,178.19,171.23,1842.0,1079.0,1186.0,4107.0,178.0,222.0,34.0,402.0,8.0,937.0,1174.0,1664.0,2743.0,249.0,560.0,1795.0,1626.0,293.0,1008.0,2246.0,498.0,177.0,61.95,62.52,51.23,88.0,55.0,35.0,4177.8,2921.0,2967.54,468.0,28.06,47.23,47.72,156.05,158.27,155.95,1817.02,141.64,114.33,462.71,61.43,982.77,740.19,137.27,141.21,136.83,1608.0,896.0,1098.0,3602.0,120.0,166.0,21.0,323.0,7.0,782.0,1106.0,1488.0,2384.0,220.0,491.0,1780.0,1719.0,315.0,1012.0,1944.0,440.0,120.0,51.87,54.87,34.89,59.0,42.0,19.0,3559.66,2504.0,2481.34,446.0,23.7,31.52,31.81,133.46,132.78,131.1
LAK,2024,LAK,LAK,Team Level,4on5,81,0.14,0.14,0.16,21999.0,54.57,5.78,2.8,8.34,1.76,17.11,37.2,5.49,5.78,5.49,56.0,17.0,11.0,84.0,2.0,6.0,0.0,8.0,1.0,9.0,47.0,54.0,71.0,10.0,20.0,175.0,49.0,23.0,40.0,49.0,15.0,9.0,1.19,1.97,2.63,2.0,0.0,0.0,84.0,73.0,73.0,30.0,0.65,1.04,1.04,5.39,5.39,5.3,295.41,36.67,27.49,64.72,9.89,168.86,88.36,34.85,36.67,34.85,271.0,125.0,113.0,509.0,36.0,35.0,5.0,47.0,0.0,146.0,132.0,235.0,360.0,15.0,30.0,214.0,20.0,14.0,55.0,270.0,79.0,47.0,7.96,10.06,18.64,10.0,12.0,14.0,509.0,396.0,396.0,8.0,7.2,7.68,7.49,36.38,36.38,35.1
LAK,2024,LAK,LAK,Team Level,5on4,81,0.89,0.88,0.86,19448.0,299.82,32.85,26.56,68.52,10.26,176.3,94.51,30.76,32.85,30.76,259.0,150.0,139.0,548.0,34.0,38.0,1.0,50.0,0.0,143.0,144.0,225.0,375.0,12.0,22.0,212.0,25.0,15.0,60.0,294.0,72.0,43.0,7.72,8.67,16.46,6.0,12.0,16.0,548.0,409.0,409.0,4.0,6.95,7.47,7.17,32.63,32.63,31.7,48.53,3.98,2.31,7.2,1.53,15.4,34.58,3.91,3.98,3.91,49.0,16.0,12.0,77.0,5.0,3.0,1.0,2.0,0.0,9.0,46.0,44.0,60.0,8.0,18.0,117.0,40.0,26.0,35.0,47.0,16.0,2.0,1.5,1.97,0.51,3.0,1.0,1.0,77.0,65.0,65.0,26.0,0.53,0.52,0.52,4.0,4.0,3.97
BUF,2024,BUF,BUF,Team Level,other,81,0.48,0.51,0.5,14142.0,182.68,43.19,12.87,33.51,6.04,97.07,54.33,38.87,43.19,38.87,158.0,89.0,99.0,346.0,32.0,23.0,4.0,29.0,2.0,93.0,68.0,126.0,215.0,10.0,20.0,132.0,41.0,19.0,32.0,130.0,56.0,61.0,5.17,7.11,30.91,7.0,4.0,21.0,346.0,247.0,247.0,13.0,3.78,7.94,8.44,38.53,38.53,35.66,177.63,47.26,12.25,30.78,5.96,92.85,56.89,42.36,47.26,42.36,156.0,90.0,91.0,337.0,46.0,14.0,3.0,21.0,2.0,92.0,71.0,110.0,200.0,7.0,14.0,197.0,36.0,21.0,33.0,119.0,54.0,73.0,4.82,6.59,35.85,8.0,7.0,31.0,337.0,246.0,246.0,19.0,3.61,4.26,4.26,46.61,46.61,42.79
BUF,2024,BUF,BUF,Team Level,all,81,0.48,0.5,0.49,294727.0,2520.72,251.22,169.66,609.9,84.33,1368.99,979.9,236.42,251.6,236.79,2249.0,1215.0,1331.0,4795.0,260.0,252.0,30.0,471.0,9.0,1057.0,1415.0,1989.0,3204.0,307.0,695.0,2275.0,1722.0,374.0,1185.0,2590.0,598.0,276.0,75.88,73.83,101.51,114.0,78.0,68.0,4792.39,3464.0,3464.06,567.0,37.86,56.78,56.78,232.3,232.58,225.85,2589.59,274.46,174.51,620.93,86.5,1398.06,1010.55,259.58,274.38,259.53,2346.0,1219.0,1291.0,4856.0,283.0,275.0,46.0,469.0,15.0,1166.0,1357.0,2063.0,3282.0,300.0,676.0,2485.0,1788.0,430.0,1186.0,2563.0,675.0,327.0,74.13,84.92,115.42,88.0,97.0,98.0,4848.44,3565.0,3567.24,555.0,38.85,58.28,58.99,254.32,254.39,246.66
BUF,2024,BUF,BUF,Team Level,5on5,81,0.47,0.5,0.49,236864.0,1948.9,156.34,125.93,496.42,65.4,1068.7,784.2,150.73,156.73,151.1,1723.0,974.0,1072.0,3769.0,182.0,185.0,21.0,380.0,6.0,799.0,1145.0,1541.0,2515.0,271.0,620.0,1751.0,1577.0,319.0,1055.0,2104.0,446.0,147.0,59.88,55.63,40.84,100.0,60.0,22.0,3766.39,2697.0,2697.06,517.0,26.04,38.31,37.9,144.48,144.76,142.54,2014.03,174.4,129.85,511.0,67.58,1087.6,802.55,167.8,174.32,167.74,1802.0,971.0,1048.0,3821.0,182.0,225.0,36.0,378.0,9.0,898.0,1081.0,1620.0,2591.0,264.0,601.0,1884.0,1671.0,364.0,1060.0,2066.0,526.0,181.0,58.96,66.41,49.02,75.0,72.0,35.0,3813.44,2773.0,2775.24,496.0,26.98,44.37,44.73,156.64,156.71,154.22
BUF,2024,BUF,BUF,Team Level,4on5,81,0.1,0.15,0.16,21962.0,66.54,5.4,3.23,10.7,2.29,20.95,46.42,5.24,5.4,5.24,76.0,13.0,13.0,102.0,8.0,5.0,1.0,1.0,1.0,9.0,65.0,68.0,81.0,10.0,23.0,201.0,85.0,17.0,34.0,66.0,18.0,5.0,1.96,2.26,1.18,2.0,5.0,1.0,102.0,89.0,89.0,30.0,0.76,0.86,0.85,5.3,5.3,5.25,327.6,46.74,28.92,68.36,10.69,195.16,102.14,43.51,46.74,43.51,313.0,139.0,143.0,595.0,50.0,33.0,7.0,64.0,3.0,162.0,140.0,263.0,402.0,22.0,47.0,216.0,20.0,25.0,60.0,307.0,81.0,64.0,8.31,10.04,28.39,4.0,16.0,30.0,595.0,452.0,452.0,12.0,7.46,9.26,9.61,44.59,44.59,43.25
BUF,2024,BUF,BUF,Team Level,5on4,81,0.88,0.85,0.82,21759.0,322.6,46.29,27.62,69.27,10.58,182.28,94.96,41.57,46.29,41.57,292.0,139.0,147.0,578.0,38.0,39.0,4.0,61.0,0.0,156.0,137.0,254.0,393.0,16.0,32.0,191.0,19.0,19.0,64.0,290.0,78.0,63.0,8.87,8.83,28.58,5.0,9.0,24.0,578.0,431.0,431.0,7.0,7.29,9.66,9.58,43.99,43.99,42.39,70.33,6.06,3.48,10.78,2.27,22.44,48.95,5.93,6.06,5.93,75.0,19.0,9.0,103.0,5.0,3.0,0.0,6.0,1.0,14.0,65.0,70.0,89.0,7.0,14.0,188.0,61.0,20.0,33.0,71.0,14.0,9.0,2.03,1.88,2.15,1.0,2.0,2.0,103.0,94.0,94.0,28.0,0.81,0.38,0.38,6.48,6.48,6.41
CHI,2024,CHI,CHI,Team Level,other,82,0.39,0.49,0.45,8511.0,112.76,26.09,8.51,20.39,3.93,61.7,33.38,23.09,26.09,23.09,103.0,51.0,67.0,221.0,28.0,13.0,4.0,11.0,0.0,53.0,49.0,75.0,126.0,8.0,16.0,99.0,16.0,5.0,26.0,78.0,36.0,40.0,3.13,4.42,18.55,5.0,6.0,17.0,221.0,154.0,154.0,7.0,2.57,4.86,4.86,23.8,23.8,21.76,133.02,40.06,9.6,22.54,4.51,68.75,40.61,37.99,40.06,37.99,137.0,50.0,42.0,229.0,38.0,19.0,3.0,12.0,0.0,69.0,49.0,99.0,149.0,6.0,12.0,98.0,17.0,11.0,29.0,85.0,40.0,62.0,3.44,5.11,31.5,3.0,4.0,31.0,229.0,187.0,187.0,18.0,2.77,4.45,4.82,37.95,37.95,36.66
CHI,2024,CHI,CHI,Team Level,all,82,0.43,0.44,0.44,297870.0,2136.91,206.05,141.98,511.84,70.91,1148.44,846.79,196.19,206.03,196.22,2005.0,921.0,1117.0,4043.0,224.0,206.0,26.0,377.0,4.0,853.0,1262.0,1781.0,2702.0,261.0,595.0,1963.0,1533.0,413.0,1192.0,2160.0,528.0,238.0,60.68,65.81,79.56,88.0,76.0,60.0,4008.97,2926.0,2910.28,576.0,31.33,42.42,42.42,194.96,195.03,189.39,2754.49,278.64,189.37,659.71,92.88,1503.15,1069.31,265.65,280.71,267.63,2552.0,1242.0,1354.0,5148.0,292.0,308.0,32.0,482.0,5.0,1179.0,1528.0,2260.0,3502.0,231.0,523.0,2423.0,1734.0,391.0,1189.0,2782.0,690.0,322.0,81.3,87.45,109.88,111.0,102.0,79.0,5195.68,3794.0,3827.66,539.0,41.78,61.38,61.38,258.97,260.56,254.11
CHI,2024,CHI,CHI,Team Level,5on5,82,0.43,0.44,0.44,250339.0,1748.17,145.03,111.3,435.71,58.1,943.2,705.66,140.41,145.01,140.45,1635.0,764.0,954.0,3353.0,151.0,169.0,20.0,326.0,4.0,694.0,1055.0,1484.0,2248.0,244.0,558.0,1559.0,1466.0,360.0,1060.0,1828.0,423.0,148.0,50.31,52.81,41.91,74.0,55.0,22.0,3318.97,2399.0,2383.28,525.0,22.97,32.73,32.73,135.28,135.34,133.61,2236.64,191.53,147.21,557.55,75.56,1223.26,894.89,184.02,193.61,186.0,2057.0,1033.0,1160.0,4250.0,207.0,242.0,25.0,405.0,5.0,944.0,1287.0,1850.0,2883.0,207.0,472.0,1935.0,1644.0,345.0,1058.0,2343.0,545.0,202.0,68.29,69.51,53.73,99.0,79.0,29.0,4297.68,3090.0,3123.66,487.0,30.5,46.13,46.13,175.9,177.49,174.19
CHI,2024,CHI,CHI,Team Level,4on5,82,0.11,0.13,0.15,22328.0,59.34,5.29,2.98,8.55,1.81,18.64,41.74,5.16,5.29,5.16,64.0,15.0,10.0,89.0,5.0,3.0,0.0,5.0,0.0,6.0,60.0,59.0,74.0,2.0,7.0,167.0,35.0,30.0,40.0,57.0,16.0,6.0,1.45,2.11,1.72,2.0,3.0,0.0,89.0,79.0,79.0,37.0,0.69,0.89,0.89,5.08,5.08,5.07,338.72,42.94,30.47,73.05,11.43,197.04,102.06,39.6,42.94,39.6,314.0,143.0,144.0,601.0,40.0,45.0,4.0,63.0,0.0,159.0,150.0,274.0,417.0,8.0,19.0,225.0,27.0,21.0,69.0,312.0,91.0,54.0,8.4,10.98,23.56,7.0,15.0,18.0,601.0,457.0,457.0,8.0,8.03,10.42,10.23,40.75,40.75,38.93
CHI,2024,CHI,CHI,Team Level,5on4,82,0.88,0.85,0.83,16692.0,216.64,29.64,19.19,47.19,7.06,124.9,66.02,27.52,29.64,27.52,203.0,91.0,86.0,380.0,40.0,21.0,2.0,35.0,0.0,100.0,98.0,163.0,254.0,7.0,14.0,138.0,16.0,18.0,66.0,197.0,53.0,44.0,5.8,6.46,17.38,7.0,12.0,21.0,380.0,294.0,294.0,7.0,5.09,3.93,3.93,30.8,30.8,28.95,46.11,4.09,2.09,6.57,1.39,14.1,31.75,4.04,4.09,4.04,44.0,16.0,8.0,68.0,7.0,2.0,0.0,2.0,0.0,7.0,42.0,37.0,53.0,10.0,20.0,165.0,46.0,14.0,33.0,42.0,14.0,4.0,1.16,1.84,1.08,2.0,4.0,1.0,68.0,60.0,60.0,26.0,0.48,0.39,0.21,4.36,4.36,4.34
NSH,2024,NSH,NSH,Team Level,other,81,0.58,0.6,0.59,12380.0,194.9,52.08,13.79,33.53,6.8,105.22,59.57,45.35,52.08,45.35,172.0,99.0,117.0,388.0,32.0,27.0,3.0,41.0,4.0,85.0,82.0,140.0,239.0,10.0,23.0,155.0,28.0,15.0,36.0,113.0,77.0,81.0,4.86,9.54,37.68,4.0,8.0,20.0,388.0,271.0,271.0,19.0,4.22,9.89,10.27,46.03,46.03,42.13,136.46,37.1,9.06,23.46,4.58,69.1,47.71,34.98,37.1,34.98,123.0,68.0,64.0,255.0,43.0,8.0,1.0,20.0,2.0,57.0,61.0,80.0,148.0,9.0,21.0,135.0,35.0,14.0,45.0,85.0,50.0,56.0,3.38,6.14,27.58,6.0,6.0,31.0,255.0,191.0,191.0,20.0,2.69,2.14,1.48,38.3,38.3,36.41
NSH,2024,NSH,NSH,Team Level,all,81,0.51,0.52,0.51,293703.0,2552.02,260.59,173.42,607.33,86.07,1395.58,992.01,245.33,259.9,244.67,2369.0,1146.0,1429.0,4944.0,207.0,266.0,25.0,534.0,9.0,1104.0,1395.0,2162.0,3308.0,297.0,716.0,2378.0,1921.0,387.0,1231.0,2545.0,678.0,292.0,72.75,84.48,103.37,65.0,79.0,63.0,4899.25,3515.0,3496.01,548.0,38.86,58.2,58.2,241.24,240.64,232.42,2468.03,254.18,167.6,589.84,81.85,1321.3,963.24,241.68,255.66,243.17,2314.0,1064.0,1237.0,4615.0,273.0,235.0,20.0,453.0,4.0,1013.0,1400.0,2041.0,3105.0,286.0,705.0,2255.0,1712.0,432.0,1286.0,2419.0,680.0,279.0,73.08,83.04,98.06,115.0,81.0,77.0,4660.8,3378.0,3405.89,604.0,37.34,48.61,48.61,242.9,244.47,237.16
NSH,2024,NSH,NSH,Team Level,5on5,81,0.5,0.51,0.5,238199.0,1957.12,164.23,127.95,491.32,66.19,1067.82,783.49,158.47,163.54,157.8,1807.0,894.0,1140.0,3841.0,126.0,191.0,18.0,421.0,4.0,835.0,1124.0,1681.0,2575.0,253.0,619.0,1834.0,1814.0,334.0,1092.0,2044.0,503.0,154.0,58.08,63.14,43.01,53.0,53.0,20.0,3796.25,2701.0,2682.01,496.0,26.54,37.76,37.44,153.33,152.73,150.27,1979.96,167.49,128.22,495.68,66.11,1065.45,793.06,161.11,168.97,162.6,1853.0,863.0,1034.0,3750.0,189.0,195.0,16.0,369.0,1.0,807.0,1155.0,1664.0,2527.0,254.0,630.0,1764.0,1606.0,382.0,1129.0,2044.0,514.0,158.0,60.81,63.06,43.62,104.0,60.0,25.0,3795.79,2716.0,2743.89,539.0,26.66,36.77,37.43,156.72,158.29,155.48
NSH,2024,NSH,NSH,Team Level,4on5,81,0.09,0.13,0.16,22643.0,55.46,4.65,2.39,8.19,1.61,17.47,39.68,4.53,4.65,4.53,58.0,16.0,7.0,81.0,1.0,3.0,0.0,9.0,1.0,8.0,52.0,57.0,73.0,13.0,29.0,196.0,56.0,25.0,36.0,58.0,9.0,7.0,1.71,1.18,1.76,1.0,0.0,0.0,81.0,74.0,74.0,28.0,0.55,0.71,0.71,4.5,4.5,4.39,301.34,45.3,27.66,62.9,9.56,169.78,87.8,41.33,45.3,41.33,279.0,124.0,127.0,530.0,37.0,32.0,3.0,62.0,1.0,138.0,133.0,242.0,366.0,15.0,33.0,184.0,24.0,24.0,75.0,243.0,97.0,63.0,7.45,11.49,26.36,5.0,11.0,21.0,530.0,403.0,403.0,16.0,7.38,9.7,9.7,42.99,42.99,40.4
NSH,2024,NSH,NSH,Team Level,5on4,81,0.9,0.89,0.87,20481.0,344.54,39.62,29.28,74.29,11.47,205.06,109.27,36.99,39.62,36.99,332.0,137.0,165.0,634.0,48.0,45.0,4.0,63.0,0.0,176.0,137.0,284.0,421.0,21.0,45.0,193.0,23.0,13.0,67.0,330.0,89.0,50.0,8.09,10.61,20.92,7.0,18.0,23.0,634.0,469.0,469.0,5.0,7.55,9.85,9.79,37.38,37.38,35.63,50.27,4.29,2.66,7.8,1.62,16.97,34.66,4.27,4.29,4.27,59.0,9.0,12.0,80.0,4.0,0.0,0.0,2.0,0.0,11.0,51.0,55.0,64.0,8.0,21.0,172.0,47.0,12.0,37.0,47.0,19.0,2.0,1.44,2.35,0.5,0.0,4.0,0.0,80.0,68.0,68.0,29.0,0.61,0.0,0.0,4.89,4.89,4.87
WPG,2024,WPG,WPG,Team Level,other,81,0.48,0.49,0.51,9592.0,132.45,29.69,8.99,24.23,4.49,74.71,44.97,28.49,29.69,28.49,127.0,61.0,58.0,246.0,45.0,8.0,3.0,17.0,1.0,61.0,56.0,82.0,143.0,2.0,4.0,114.0,30.0,10.0,25.0,110.0,38.0,40.0,4.0,4.7,20.99,9.0,9.0,27.0,246.0,188.0,188.0,18.0,2.68,2.5,1.83,30.47,30.47,29.44,128.6,31.94,9.13,23.06,4.28,67.57,42.02,29.64,31.94,29.64,116.0,62.0,78.0,256.0,29.0,17.0,2.0,17.0,1.0,66.0,48.0,87.0,149.0,3.0,6.0,103.0,31.0,12.0,22.0,96.0,32.0,50.0,3.77,4.02,24.14,3.0,3.0,23.0,256.0,178.0,178.0,9.0,2.63,4.99,4.99,29.57,29.57,27.94
WPG,2024,WPG,WPG,Team Level,all,81,0.53,0.5,0.5,293924.0,2517.33,253.93,168.23,611.12,85.0,1364.47,992.32,242.18,257.05,245.18,2272.0,1204.0,1233.0,4709.0,273.0,266.0,39.0,505.0,6.0,1082.0,1344.0,1999.0,3203.0,226.0,501.0,2183.0,1687.0,412.0,1135.0,2509.0,670.0,297.0,68.65,82.39,102.88,89.0,90.0,94.0,4787.6,3476.0,3526.54,544.0,37.27,56.53,56.59,234.55,237.37,231.37,2459.08,228.15,164.01,612.75,84.22,1348.63,977.23,217.81,227.06,216.71,2198.0,1217.0,1363.0,4778.0,189.0,248.0,22.0,492.0,6.0,1181.0,1299.0,2009.0,3226.0,245.0,529.0,2240.0,1974.0,396.0,1195.0,2606.0,562.0,247.0,71.91,70.36,85.89,73.0,51.0,65.0,4712.81,3415.0,3383.54,562.0,36.26,47.54,47.54,216.88,215.7,210.32
WPG,2024,WPG,WPG,Team Level,5on5,81,0.53,0.5,0.51,246311.0,2046.65,173.88,130.14,520.56,69.27,1106.37,831.78,166.73,177.0,169.72,1819.0,1013.0,1059.0,3891.0,169.0,219.0,28.0,436.0,5.0,876.0,1127.0,1650.0,2663.0,210.0,469.0,1753.0,1606.0,361.0,1019.0,2120.0,526.0,186.0,56.96,64.51,52.41,71.0,67.0,31.0,3969.6,2832.0,2882.54,493.0,27.07,44.17,44.23,156.7,159.53,156.45,1980.03,154.71,125.74,514.48,68.01,1093.01,806.07,149.16,153.62,148.05,1765.0,997.0,1120.0,3882.0,118.0,187.0,19.0,427.0,5.0,959.0,1066.0,1647.0,2644.0,218.0,475.0,1788.0,1867.0,352.0,1083.0,2177.0,445.0,140.0,60.21,55.8,38.7,61.0,35.0,22.0,3816.81,2762.0,2730.54,522.0,26.01,35.8,35.8,144.93,143.74,141.36
WPG,2024,WPG,WPG,Team Level,4on5,81,0.1,0.1,0.12,19180.0,41.54,3.95,2.14,5.94,1.37,13.4,28.21,3.88,3.95,3.88,41.0,14.0,7.0,62.0,1.0,1.0,0.0,3.0,0.0,11.0,39.0,40.0,54.0,6.0,12.0,147.0,38.0,24.0,33.0,36.0,14.0,5.0,0.86,1.85,1.25,0.0,1.0,0.0,62.0,55.0,55.0,26.0,0.49,0.15,0.15,4.29,4.29,4.24,295.93,37.12,26.55,66.5,10.14,170.8,90.91,34.79,37.12,34.79,257.0,145.0,154.0,556.0,38.0,39.0,0.0,43.0,0.0,147.0,135.0,219.0,364.0,15.0,30.0,196.0,22.0,11.0,55.0,277.0,73.0,52.0,6.43,8.94,21.75,7.0,12.0,19.0,556.0,402.0,402.0,2.0,7.02,5.96,5.96,38.17,38.17,36.94
WPG,2024,WPG,WPG,Team Level,5on4,81,0.91,0.86,0.85,18841.0,296.68,46.41,26.96,60.4,9.87,170.01,87.37,43.09,46.41,43.09,285.0,116.0,109.0,510.0,58.0,38.0,8.0,49.0,0.0,134.0,122.0,227.0,343.0,8.0,16.0,169.0,13.0,17.0,58.0,243.0,92.0,66.0,6.83,11.33,28.24,9.0,13.0,36.0,510.0,401.0,401.0,7.0,7.04,9.71,10.37,43.08,43.08,41.24,54.52,4.39,2.59,8.71,1.8,17.27,38.24,4.22,4.39,4.22,60.0,13.0,11.0,84.0,4.0,5.0,1.0,5.0,0.0,9.0,50.0,56.0,69.0,9.0,18.0,153.0,54.0,21.0,35.0,56.0,12.0,5.0,1.49,1.6,1.3,2.0,1.0,1.0,84.0,73.0,73.0,29.0,0.6,0.78,0.78,4.21,4.21,4.08
SEA,2024,SEA,SEA,Team Level,other,82,0.47,0.55,0.53,13203.0,169.53,38.24,12.62,30.4,5.89,95.8,54.06,34.7,38.24,34.7,155.0,82.0,103.0,340.0,40.0,17.0,3.0,24.0,2.0,81.0,73.0,115.0,197.0,9.0,20.0,128.0,19.0,18.0,35.0,115.0,68.0,54.0,4.56,8.16,25.52,7.0,13.0,20.0,340.0,237.0,237.0,17.0,3.66,5.95,6.03,35.86,35.86,32.92,145.46,43.4,9.77,24.2,5.03,76.89,47.71,39.13,43.4,39.13,123.0,84.0,68.0,275.0,35.0,12.0,2.0,23.0,1.0,75.0,61.0,88.0,172.0,6.0,12.0,143.0,28.0,13.0,33.0,94.0,36.0,77.0,3.53,4.42,35.45,3.0,4.0,28.0,275.0,207.0,207.0,14.0,2.88,3.42,3.42,42.84,42.84,38.92
SEA,2024,SEA,SEA,Team Level,all,82,0.47,0.48,0.48,297525.0,2507.79,238.29,166.36,607.12,85.11,1384.19,1006.94,226.6,237.49,225.86,2243.0,1245.0,1300.0,4788.0,245.0,231.0,25.0,464.0,8.0,1156.0,1384.0,1998.0,3243.0,234.0,525.0,2245.0,1697.0,418.0,1164.0,2643.0,608.0,237.0,74.79,75.76,87.73,94.0,89.0,62.0,4743.1,3488.0,3464.86,548.0,36.82,49.91,49.95,225.16,224.23,217.73,2671.11,267.41,179.66,650.42,91.17,1467.26,1052.07,253.76,270.04,256.32,2343.0,1365.0,1441.0,5149.0,262.0,276.0,29.0,561.0,10.0,1260.0,1339.0,2081.0,3446.0,273.0,589.0,2376.0,1688.0,355.0,1136.0,2760.0,626.0,322.0,78.48,78.69,110.24,99.0,88.0,75.0,5227.46,3708.0,3759.19,531.0,39.69,55.03,55.44,251.67,253.8,244.89
SEA,2024,SEA,SEA,Team Level,5on5,82,0.46,0.48,0.48,245088.0,1989.61,154.01,125.17,504.19,67.84,1096.52,823.28,148.99,153.22,148.25,1766.0,1005.0,1072.0,3843.0,168.0,181.0,18.0,385.0,6.0,907.0,1124.0,1598.0,2603.0,213.0,481.0,1770.0,1626.0,365.0,1042.0,2191.0,455.0,125.0,61.28,57.05,35.69,82.0,64.0,22.0,3798.1,2771.0,2747.86,497.0,25.85,34.39,34.57,145.3,144.37,142.22,2142.61,179.75,137.89,546.28,73.26,1172.61,864.22,172.67,182.38,175.23,1873.0,1101.0,1206.0,4180.0,184.0,230.0,25.0,465.0,9.0,993.0,1093.0,1689.0,2790.0,245.0,531.0,1865.0,1606.0,312.0,1035.0,2285.0,507.0,182.0,64.69,64.1,50.97,85.0,76.0,23.0,4258.46,2974.0,3025.19,492.0,28.59,45.84,46.26,162.08,164.21,161.19
SEA,2024,SEA,SEA,Team Level,4on5,82,0.12,0.11,0.13,17552.0,53.32,5.11,2.58,8.37,1.69,16.16,36.09,4.9,5.11,4.9,58.0,12.0,8.0,78.0,3.0,5.0,0.0,0.0,0.0,14.0,48.0,55.0,67.0,3.0,6.0,159.0,45.0,18.0,35.0,52.0,10.0,8.0,1.4,1.47,2.24,2.0,1.0,0.0,78.0,70.0,70.0,28.0,0.61,0.98,0.98,4.74,4.74,4.68,325.3,39.02,29.26,71.47,11.19,200.39,100.67,36.73,39.02,36.73,291.0,161.0,157.0,609.0,40.0,32.0,2.0,66.0,0.0,180.0,134.0,251.0,412.0,13.0,28.0,187.0,13.0,7.0,38.0,330.0,66.0,56.0,8.97,7.91,22.14,10.0,8.0,22.0,609.0,452.0,452.0,3.0,7.61,5.74,5.74,40.89,40.89,38.95
SEA,2024,SEA,SEA,Team Level,5on4,82,0.89,0.86,0.85,21682.0,295.32,40.93,25.99,64.17,9.69,175.71,93.5,38.0,40.93,38.0,264.0,146.0,117.0,527.0,34.0,28.0,4.0,55.0,0.0,154.0,139.0,230.0,376.0,9.0,18.0,188.0,7.0,17.0,52.0,285.0,75.0,50.0,7.56,9.1,24.27,3.0,11.0,20.0,527.0,410.0,410.0,6.0,6.7,8.59,8.37,39.27,39.27,37.92,57.75,5.24,2.74,8.48,1.7,17.38,39.47,5.22,5.24,5.22,56.0,19.0,10.0,85.0,3.0,2.0,0.0,7.0,0.0,12.0,51.0,53.0,72.0,9.0,18.0,181.0,41.0,23.0,30.0,51.0,17.0,7.0,1.29,2.26,1.7,1.0,0.0,2.0,85.0,75.0,75.0,22.0,0.64,0.02,0.01,5.86,5.86,5.85
